,Id,User,Tweet,tr_tweet
575,576,Lattov,@bagasantiko @novegavey @adetialfadenata @auliarhermawan @rafzull @arshanarsha susah org kalo udh childfree trus trnyata percaya kalo tuhan itu gaada. jadi bingung mau open ke siapa. sabar gas,@bagasantiko @novegavey @adetialfadenata @auliarhermawan @rafzull @arshanarsha it's hard for people when they're childfree and then they actually believe that God doesn't exist. so confused who to open to. gas patient
576,577,Anshar93,yg milih childfree ga akan ngerasain kehilangan anak. perasaan2 yg hanya dirasain bila jadi orgtua.,Those who choose childfree will not feel the loss of children. feelings you only get when you're a parent.
577,578,nasilengkoo,Childfree tp addopt anak konsepnya gimana?,Childfree but what is the concept of adopting a child?
578,579,umarifbudd04,"Childfree punya andil buat ngomongin sekolah. Bisa jd mereka tenaga pendidik yg ikut ngurus kualitas sekolah. Again, punya anak/ ga does not exclude you for wanting good education for all. 

&amp; punya anak bukan ijin you can be jerks to whatever people choose to do w/ their life.","Childfree has a stake in talking about school. It could be that they are educators who take care of the quality of schools. Again, having children/no does not exclude you for wanting good education for all.

&amp; having children is not a permit you can be jerks to whatever people choose to do w/ their life."
579,580,lpducs,"@bininyakjongin @Girindrardha @TimpalBali Gak semua kak , saya pernah membicarakan ini dgn ortu dan mantan , dan syukurnya mereka open minded , semua bisa asal dibicarakan , cuma sekarang mungkin harus mikir ke depannya akan gimana kalau misalnya tetap mau childfree","@bininyakjongin @Girindrardha @TimpalBali Not all sis, I've discussed this with parents and exes, and thankfully they are open minded, all can be discussed as long as they are, but now maybe you have to think about what to do in the future if for example you still want to be childfree"
580,581,stroberinanas,"Oke, sudah kuputuskan kalau aku ikut aliran childfree😆","Ok, I've decided that I go with the flow of childfree😆"
581,582,xabiru69_,keknya pesugihan gacocok buat kaum milenium keatas deh soalnya banyak yg ingin childfree,kek pesugihan not suitable for millennials and above because many want to be childfree
582,583,ElokPutput,Semua kekacauan di Multiverse tidak akan terjadi jika Wanda memilih #ChildFree,All the chaos in the Multiverse would not have happened if Wanda had chosen #ChildFree
583,584,heallied,"@SmgMenfess2 bukan penganut childfree sih, tapi isoke kalo ada yang memutuskan untuk melakukannya.","@SmgMenfess2 not really childfree, but isoke if anyone decides to do so."
584,585,bebebet1707,Childfree???,Childfree???
585,586,imqueen_______,aku juga kepikiran mau childfree ae dan nikah ketika di akhir duwa puluh. tapi lebaran lek cuma berdua trs cuma sama keluarga yg di rumah ae rasanya kok biasa aja. jadi pinginnya punya suami yg rumahnya jauh keluarganya besar biar ga sepi2 amat hidup. sampe bahkan kepikiran mau,"I'm also thinking about wanting to be childfree and get married when I'm in my late twenties. but Eid lek is just the two of us and only the family at home, how come it feels normal. so I want to have a husband whose house is far away from his big family so that he doesn't have a very lonely life. until I even thought about it"
586,587,diantaesaa,@childishgambira sjw childfree kok pgn due anak,@childishgambira sjw childfree why don't you have children
587,588,sibucinweghorst,"Rumah untuk childfree? 
Kwkw.","Home for childfree?
kwkw."
588,589,NiaFransiska_Ms,"Kalo liat yg kayak gini2 tuh aku bemer2 dukung orang yg childfree. Anak2 kecil yg ga berdosa harus lahir tanpa pertanggungjawaban ortunya, yg kadang secara sadar tau apa konsekuensi perbuatannya 😭","When I see things like this, I really support people who are childfree. Small children who are innocent must be born without the responsibility of their parents, who sometimes consciously know what the consequences of their actions are 😭"
589,590,shitpostour,"@dear_myslf ""aku bisa nikah sama kamu tapi ga bisa janjiin keluarga kecil yang kamu mau"" ucap seorang cowo sjw childfree","@dear_myslf ""I can marry you but I can't promise you the little family you want"" said a boy who is childfree"
590,591,Dreamy091_,@merinanana Childfree pilihan sih kataku. Aku aja juga begitu kok. Pilih dengan sadar gak mau punya anak.,@merinanana Childfree choice I say. I don't do that either. Choose consciously not to have children.
591,592,Ilyassnr,"@serpihangalaksi @CMaharannie @willrfk @jjlee____ @Ichut171 @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian Ya gimana lu mau mimpin lu sendiri kalo lu sebagai manusianya aja ga ada 😅. Boss ini salah satu efeknya kalo banyak dari manusia memilih child free apalagi dgn alasan remeh temeh.
Biar gw tekenin, rame childfree skrng lebih cndong ke trend/lifestyle, manusia milenial problematik","@serpihangalaksi @CMaharannie @willrfk @jjlee____ @Ichut171 @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian Yes, how do you want to lead yourself if you don't exist as a human being 😅. Boss, this is one of the effects when many people choose child free especially for trivial reasons.
Let me confirm, many childfree people are now more inclined towards trends/lifestyles, millennial people are problematic"
592,593,Ilyassnr,"@serpihangalaksi @jjlee____ @Ichut171 @willrfk @CMaharannie @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian Boss, sudah jelas2 banyak yg menggaungkan childfree dengan alasan remeh temeh bukan karna urgensi yg masuk akal seperti karna alasan medis dll.","@serpihangalaksi @jjlee____ @Ichut171 @willrfk @CMaharannie @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian Boss, it's clear that many are calling out childfree for trivial reasons, not because of a reasonable urgency such as for medical reasons etc."
593,594,Ilyassnr,@serpihangalaksi @jjlee____ @Ichut171 @willrfk @CMaharannie @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian Reaksi terhadap keberlangsungan hidup manusia? Terlebih jika karna digaungkan childfree dan lebih banyak manusia untuk mempunyai pemikiran childfree?,@serpihangalaksi @jjlee____ @Ichut171 @willrfk @CMaharannie @Fxrfxn26 @lail_91 @SahrrulS @MaylannyR @arraulian A reaction to human survival? Especially if it's because childfree is echoed and more humans have childfree thoughts?
594,595,okinomiyaki,"@jjupitear @cheongsaajin @arraulian Dulu sih soal pernyataannya yg memilih hidup childfree. Berhubung dia brandingnya muslimah, modern dan moderat, nilai yg dia anut itu gak sesuai sama ajaran Islam.","@jjupitear @cheongsaajin @arraulian It used to be about his statement that he chose to live a childfree life. Because her branding is Muslim, modern and moderate, her values ​​are not in accordance with Islamic teachings."
595,596,drajatwicks,menyingkap keputusan Paul dan Gita memutuskan sebagai pasangan childfree di @KickAndyShow terbaru,exposed Paul and Gita's decision to become a childfree couple on the latest @KickAndyShow
596,597,zizi_budiman,@Mjolnir____ @fathir1200 @KickAndyShow terlepas dari alasan itu ..aku memang no buat childfree,@Mjolnir____ @fathir1200 @KickAndyShow regardless of that reason..I'm really no for childfree
597,598,meristiawp,"Beberapa hari yg lalu ada dua orang teman yg meyakinkan diri untuk tdk menikah, yg satu memilih untuk childfree.. setelah ngobrol agak lama, oh ini masalahnya~
Pen peluuuuk🙂 gue sih selalu netral, gapapa..hidup itu pilihan❤️","A few days ago there were two friends who convinced themselves not to get married, one chose to be childfree.. after chatting for a while, oh this is the problem~
Hugging pen 🙂 I'm always neutral, it's okay..life is a choice❤️"
598,599,amirunnaufal,"@eganurilmi08 @domikado_18 @kwnjkyg @Taula_ Orang childfree itu gamau nikah karena gamau punya anak, takut (baca: ga mau punya anak) punya anak karena takut jadi beban, entah beban anaknya atau orang tuanya, itu aja Uda dosa. 

Kalo nanya hukum jangan google, nanya ke ustadz. Hukum Syara' itu berlaku dalam beberapa kondisi","@eganurilmi08 @domikado_18 @kwnjkyg @Taula_ Childfree people don't want to get married because they don't want to have children, they are afraid (read: they don't want to have children) to have children because they are afraid they will be a burden, whether it is a burden on their children or their parents, that's just a sin.

If you ask about the law, don't google it, ask the ustadz. Syara' law applies in several conditions"
599,600,amirunnaufal,"@kwnjkyg @Taula_ Iya kalo kaya terrus, kalo abis pensiun miskin, bayar RS make apa? Mati sendiri? Yakin bisa bilang ""Laa ilaa ha ilaalaah"" tanpa di talqin?

Btw, ente ngomong gitu nyakitin orang tuamu banget. Itu mah bukan childfree, ente nya aja yang males ngerawat orang tua. Segera minta maaf.","@kwnjkyg @Taula_ Yes, if you are rich all the time, if you retire poor, what do you pay for the hospital? Die alone? Are you sure you can say ""Laa ilaa ha ilaalaah"" without being talqin?

Btw, you said that really hurt your parents. That's not childfree, it's just you who are lazy to take care of your parents. Apologize immediately."
600,601,wahyuajisb,Program keluarga berencana yg di gagas dari dulu kalah efektif  dengan konten tiktok memamerkan hidup childfree atau bahkan gak nikah . Dan ini sangat efektif mengenai pola pikir mereka . Harus ada penelitian lebih lanjut ttg ini mungkin iso dadi skripsi po tesis iki,"The family planning program that was initiated from the past has been less effective than TikTok content showing childfree or even unmarried life. And it's very effective about their mindset. There should be further research on this subject, maybe in the thesis of this hypothesis"
601,602,mas_udS,"Kalopun emang ngotot pgn childfree, tolong bgt gausah jadiin ""campaign"", apalagi buat yg punya followers banyak, takutnya banyak gen Z yg FOMO jd pengen ikutan kaya orang² terkenal itu. Cukup buat diri sendiri aja.","Even if you really insist on being childfree, please really don't have to do ""campaigns"", especially for those who have a lot of followers, I'm afraid there are lots of Gen Z who are FOMO so they want to join like those famous people. Just do it yourself."
602,603,innamisme1,Memutuskan childfree itu cuma coping mechanism sementara aja biar klo lagi jomblo keliatan keren ieu mah😋,"Deciding to be childfree is just a temporary coping mechanism so that when you're single, you look cool 😋"
603,604,qnaluam,@trizcroft Mungkin sekarang bisa bilang childfree dll. Cuman faktor lain-lain barangkali nanti kedepanya berubah pikiran kita mesti tetap dukung dan rangkul. Berubah untuk kebaikan dan regenerasi kenapa engga?,"@trizcroft Maybe now you can say childfree etc. It's just that other factors, maybe in the future we will change our minds, we must continue to support and embrace them. Change for good and regeneration why not?"
604,605,thoriqmm,Childfree Bros and Sis taking the W.,Childfree Bros and Sis taking the W.
605,606,killthekris,Childfree,Childfree
606,607,woro_nurisna,"yg ngrawat ktka mrka tua siapa ya para penganut paham childfree?
anak adalah rejeki.. anak adalah pembawa rejeki, anak sudah punya rejeki masing2..","who takes care of them when they are old, who are adherents of the childfree ideology?
children are fortune.. children are carriers of fortune, children already have their own fortune.."
607,608,envurp,"Harusnya cover both sides

[beberapa] orang childfree dan yg punya anak ini bacot bener ke yg nggak sepaham. Are you really happy living your own life?

Although other people happiness is not our business","Should cover both sides

[some] are childfree and those who have children really talk to those who don't agree. Are you really happy living your own life?

Although other people's happiness is not our business"
608,609,yosandi17,"reply nya gila banget, konsep childfree kan semacam pemikiran baru, tapi di counter malah gak terima","the replies are really crazy, the childfree concept is a kind of new thought, but the counter doesn't even accept it"
609,610,masndutx,"org² childfree ini ngebacot karena capek dibacotin sama org² yg beranak, pertanyaan yang sama kuajukan kepada mereka yg beranak, are you org² beranak, really happy living your own life?","These childfree people babble because they are tired of being read on by people who have children, I ask the same question to those who have children, are you a child-bearing person, really happy living your own life?"
